Statistic,Date2,County,UNIT,VALUE,Date
Staying Local Indicator,2020 October 03,Wicklow,%,53.7,03/10/2020
Staying Local Indicator,2020 October 03,Clare,%,45.7,03/10/2020
Staying Local Indicator,2020 October 03,Carlow,%,43.4,03/10/2020
Staying Local Indicator,2020 October 03,Kilkenny,%,48,03/10/2020
Staying Local Indicator,2020 October 03,Tipperary,%,43.7,03/10/2020
Staying Local Indicator,2020 October 03,Wexford,%,47.5,03/10/2020
Staying Local Indicator,2020 October 03,Kerry,%,47.2,03/10/2020
Staying Local Indicator,2020 October 03,Cork,%,53.2,03/10/2020
Staying Local Indicator,2020 October 03,Galway,%,50,03/10/2020
Staying Local Indicator,2020 October 03,Limerick,%,54.2,03/10/2020
Staying Local Indicator,2020 October 03,Waterford,%,54.4,03/10/2020
Staying Local Indicator,2020 October 04,State,%,56.7,04/10/2020
Staying Local Indicator,2020 October 04,Cavan,%,45.8,04/10/2020
Staying Local Indicator,2020 October 04,Donegal,%,48.6,04/10/2020
Staying Local Indicator,2020 October 04,Leitrim,%,43.8,04/10/2020
Staying Local Indicator,2020 October 04,Louth,%,58.9,04/10/2020
Staying Local Indicator,2020 October 04,Monaghan,%,48,04/10/2020
Staying Local Indicator,2020 October 04,Sligo,%,47.6,04/10/2020
Staying Local Indicator,2020 October 04,Laois,%,46,04/10/2020
Staying Local Indicator,2020 October 04,Longford,%,47.4,04/10/2020
Staying Local Indicator,2020 October 04,Offaly,%,47.1,04/10/2020
Staying Local Indicator,2020 October 04,Westmeath,%,51.7,04/10/2020
Staying Local Indicator,2020 October 04,Mayo,%,42.9,04/10/2020
Staying Local Indicator,2020 October 04,Roscommon,%,43.7,04/10/2020
Staying Local Indicator,2020 October 04,Dublin,%,73,04/10/2020
Staying Local Indicator,2020 October 04,Kildare,%,51.6,04/10/2020
Staying Local Indicator,2020 October 04,Meath,%,52,04/10/2020
Staying Local Indicator,2020 October 04,Wicklow,%,54.2,04/10/2020
Staying Local Indicator,2020 October 04,Clare,%,46.3,04/10/2020
Staying Local Indicator,2020 October 04,Carlow,%,44.2,04/10/2020
Staying Local Indicator,2020 October 04,Kilkenny,%,48.8,04/10/2020
Staying Local Indicator,2020 October 04,Tipperary,%,44.3,04/10/2020
Staying Local Indicator,2020 October 04,Wexford,%,48.2,04/10/2020
Staying Local Indicator,2020 October 04,Kerry,%,47.7,04/10/2020
Staying Local Indicator,2020 October 04,Cork,%,53.9,04/10/2020
Staying Local Indicator,2020 October 04,Galway,%,50.6,04/10/2020
Staying Local Indicator,2020 October 04,Limerick,%,54.9,04/10/2020
Staying Local Indicator,2020 October 04,Waterford,%,55.3,04/10/2020
Staying Local Indicator,2020 October 05,State,%,56.5,05/10/2020
Staying Local Indicator,2020 October 05,Cavan,%,45.3,05/10/2020
Staying Local Indicator,2020 October 05,Donegal,%,48.3,05/10/2020
Staying Local Indicator,2020 October 05,Leitrim,%,43.5,05/10/2020
Staying Local Indicator,2020 October 05,Louth,%,58.7,05/10/2020
Staying Local Indicator,2020 October 05,Monaghan,%,47.6,05/10/2020
Staying Local Indicator,2020 October 05,Sligo,%,47.3,05/10/2020
Staying Local Indicator,2020 October 05,Laois,%,45.6,05/10/2020
Staying Local Indicator,2020 October 05,Longford,%,47,05/10/2020
Staying Local Indicator,2020 October 05,Offaly,%,47,05/10/2020
Staying Local Indicator,2020 October 05,Westmeath,%,51.3,05/10/2020
Staying Local Indicator,2020 October 05,Mayo,%,42.6,05/10/2020
Staying Local Indicator,2020 October 05,Roscommon,%,43.3,05/10/2020
Staying Local Indicator,2020 October 05,Dublin,%,72.8,05/10/2020
Staying Local Indicator,2020 October 05,Kildare,%,51.4,05/10/2020
Staying Local Indicator,2020 October 05,Meath,%,51.7,05/10/2020
Staying Local Indicator,2020 October 05,Wicklow,%,53.6,05/10/2020
Staying Local Indicator,2020 October 05,Clare,%,46,05/10/2020
Staying Local Indicator,2020 October 05,Carlow,%,44,05/10/2020
Staying Local Indicator,2020 October 05,Kilkenny,%,48.4,05/10/2020
Staying Local Indicator,2020 October 05,Tipperary,%,44,05/10/2020
Staying Local Indicator,2020 October 05,Wexford,%,47.7,05/10/2020
Staying Local Indicator,2020 October 05,Kerry,%,47.3,05/10/2020
Staying Local Indicator,2020 October 05,Cork,%,53.7,05/10/2020
Staying Local Indicator,2020 October 05,Galway,%,50.4,05/10/2020
Staying Local Indicator,2020 October 05,Limerick,%,54.6,05/10/2020
Staying Local Indicator,2020 October 05,Waterford,%,54.9,05/10/2020
Staying Local Indicator,2020 October 06,State,%,57,06/10/2020
Staying Local Indicator,2020 October 06,Cavan,%,45.9,06/10/2020
Staying Local Indicator,2020 October 06,Donegal,%,49.2,06/10/2020
Staying Local Indicator,2020 October 06,Leitrim,%,44.2,06/10/2020
Staying Local Indicator,2020 October 06,Louth,%,59.2,06/10/2020
Staying Local Indicator,2020 October 06,Monaghan,%,48.5,06/10/2020
Staying Local Indicator,2020 October 06,Sligo,%,48,06/10/2020
Staying Local Indicator,2020 October 06,Laois,%,46,06/10/2020
Staying Local Indicator,2020 October 06,Longford,%,47.3,06/10/2020
Staying Local Indicator,2020 October 06,Offaly,%,47.8,06/10/2020
Staying Local Indicator,2020 October 06,Westmeath,%,51.5,06/10/2020
Staying Local Indicator,2020 October 06,Mayo,%,43.1,06/10/2020
Staying Local Indicator,2020 October 06,Roscommon,%,43.7,06/10/2020
Staying Local Indicator,2020 October 06,Dublin,%,73.4,06/10/2020
Staying Local Indicator,2020 October 06,Kildare,%,52,06/10/2020
Staying Local Indicator,2020 October 06,Meath,%,52.2,06/10/2020
Staying Local Indicator,2020 October 06,Wicklow,%,54.1,06/10/2020
Staying Local Indicator,2020 October 06,Clare,%,46.7,06/10/2020
Staying Local Indicator,2020 October 06,Carlow,%,44.7,06/10/2020
Staying Local Indicator,2020 October 06,Kilkenny,%,48.8,06/10/2020
Staying Local Indicator,2020 October 06,Tipperary,%,44.5,06/10/2020
Staying Local Indicator,2020 October 06,Wexford,%,48.3,06/10/2020
Staying Local Indicator,2020 October 06,Kerry,%,47.6,06/10/2020
Staying Local Indicator,2020 October 06,Cork,%,54.2,06/10/2020
Staying Local Indicator,2020 October 06,Galway,%,50.8,06/10/2020
Staying Local Indicator,2020 October 06,Limerick,%,55.1,06/10/2020
Staying Local Indicator,2020 October 06,Waterford,%,55.3,06/10/2020
Staying Local Indicator,2020 October 07,State,%,57.6,07/10/2020
Staying Local Indicator,2020 October 07,Cavan,%,47,07/10/2020
Staying Local Indicator,2020 October 07,Donegal,%,49.8,07/10/2020
Staying Local Indicator,2020 October 07,Leitrim,%,45.2,07/10/2020
Staying Local Indicator,2020 October 07,Louth,%,59.8,07/10/2020
Staying Local Indicator,2020 October 07,Monaghan,%,49.7,07/10/2020
Staying Local Indicator,2020 October 07,Sligo,%,48.9,07/10/2020
Staying Local Indicator,2020 October 07,Laois,%,47,07/10/2020
Staying Local Indicator,2020 October 07,Longford,%,48.2,07/10/2020
Staying Local Indicator,2020 October 07,Offaly,%,48.7,07/10/2020
Staying Local Indicator,2020 October 07,Westmeath,%,52.2,07/10/2020
Staying Local Indicator,2020 October 07,Mayo,%,44.2,07/10/2020
Staying Local Indicator,2020 October 07,Roscommon,%,44.8,07/10/2020
Staying Local Indicator,2020 October 07,Dublin,%,73.6,07/10/2020
Staying Local Indicator,2020 October 07,Kildare,%,52.7,07/10/2020
Staying Local Indicator,2020 October 07,Meath,%,52.8,07/10/2020
Staying Local Indicator,2020 October 07,Wicklow,%,54.7,07/10/2020
Staying Local Indicator,2020 October 07,Clare,%,48,07/10/2020
Staying Local Indicator,2020 October 07,Carlow,%,45.6,07/10/2020
Staying Local Indicator,2020 October 07,Kilkenny,%,49.6,07/10/2020
Staying Local Indicator,2020 October 07,Tipperary,%,45.4,07/10/2020
Staying Local Indicator,2020 October 07,Wexford,%,49.3,07/10/2020
Staying Local Indicator,2020 October 07,Kerry,%,48.8,07/10/2020
Staying Local Indicator,2020 October 07,Cork,%,55,07/10/2020
Staying Local Indicator,2020 October 07,Galway,%,51.7,07/10/2020
Staying Local Indicator,2020 October 07,Limerick,%,55.5,07/10/2020
Staying Local Indicator,2020 October 07,Waterford,%,55.8,07/10/2020
Staying Local Indicator,2020 October 08,State,%,57.6,08/10/2020
Staying Local Indicator,2020 October 08,Cavan,%,47,08/10/2020
Staying Local Indicator,2020 October 08,Donegal,%,50.1,08/10/2020
Staying Local Indicator,2020 October 08,Leitrim,%,45.3,08/10/2020
Staying Local Indicator,2020 October 08,Louth,%,59.8,08/10/2020
Staying Local Indicator,2020 October 08,Monaghan,%,49.9,08/10/2020
Staying Local Indicator,2020 October 08,Sligo,%,48.7,08/10/2020
Staying Local Indicator,2020 October 08,Laois,%,46.8,08/10/2020
Staying Local Indicator,2020 October 08,Longford,%,48,08/10/2020
Staying Local Indicator,2020 October 08,Offaly,%,49.1,08/10/2020
Staying Local Indicator,2020 October 08,Westmeath,%,52,08/10/2020
Staying Local Indicator,2020 October 08,Mayo,%,43.9,08/10/2020
Staying Local Indicator,2020 October 08,Roscommon,%,44.5,08/10/2020
Staying Local Indicator,2020 October 08,Dublin,%,73.8,08/10/2020
Staying Local Indicator,2020 October 08,Kildare,%,52.6,08/10/2020
Staying Local Indicator,2020 October 08,Meath,%,53,08/10/2020
Staying Local Indicator,2020 October 08,Wicklow,%,54.8,08/10/2020
Staying Local Indicator,2020 October 08,Clare,%,47.6,08/10/2020
Staying Local Indicator,2020 October 08,Carlow,%,45.3,08/10/2020
Staying Local Indicator,2020 October 08,Kilkenny,%,49.5,08/10/2020
Staying Local Indicator,2020 October 08,Tipperary,%,45.3,08/10/2020
Staying Local Indicator,2020 October 08,Wexford,%,49,08/10/2020
Staying Local Indicator,2020 October 08,Kerry,%,47.9,08/10/2020
Staying Local Indicator,2020 October 08,Cork,%,54.8,08/10/2020
Staying Local Indicator,2020 October 08,Galway,%,51.3,08/10/2020
Staying Local Indicator,2020 October 08,Limerick,%,55.5,08/10/2020
Staying Local Indicator,2020 October 08,Waterford,%,55.5,08/10/2020
Staying Local Indicator,2020 October 09,State,%,57.8,09/10/2020
Staying Local Indicator,2020 October 09,Cavan,%,47.6,09/10/2020
Staying Local Indicator,2020 October 09,Donegal,%,50.1,09/10/2020
Staying Local Indicator,2020 October 09,Leitrim,%,45.7,09/10/2020
Staying Local Indicator,2020 October 09,Louth,%,60.1,09/10/2020
Staying Local Indicator,2020 October 09,Monaghan,%,50.2,09/10/2020
Staying Local Indicator,2020 October 09,Sligo,%,48.9,09/10/2020
Staying Local Indicator,2020 October 09,Laois,%,47.4,09/10/2020
Staying Local Indicator,2020 October 09,Longford,%,48.4,09/10/2020
Staying Local Indicator,2020 October 09,Offaly,%,49.3,09/10/2020
Staying Local Indicator,2020 October 09,Westmeath,%,52.4,09/10/2020
Staying Local Indicator,2020 October 09,Mayo,%,44.2,09/10/2020
Staying Local Indicator,2020 October 09,Roscommon,%,44.8,09/10/2020
Staying Local Indicator,2020 October 09,Dublin,%,73.6,09/10/2020
Staying Local Indicator,2020 October 09,Kildare,%,52.8,09/10/2020
Staying Local Indicator,2020 October 09,Meath,%,53.3,09/10/2020
Staying Local Indicator,2020 October 09,Wicklow,%,55.3,09/10/2020
Staying Local Indicator,2020 October 09,Clare,%,48.2,09/10/2020
Staying Local Indicator,2020 October 09,Carlow,%,45.6,09/10/2020
Staying Local Indicator,2020 October 09,Kilkenny,%,49.9,09/10/2020
Staying Local Indicator,2020 October 09,Tipperary,%,45.8,09/10/2020
Staying Local Indicator,2020 October 09,Wexford,%,49.4,09/10/2020
Staying Local Indicator,2020 October 09,Kerry,%,48.4,09/10/2020
Staying Local Indicator,2020 October 09,Cork,%,54.9,09/10/2020
Staying Local Indicator,2020 October 09,Galway,%,51.4,09/10/2020
Staying Local Indicator,2020 October 09,Limerick,%,55.4,09/10/2020
Staying Local Indicator,2020 October 09,Waterford,%,55.9,09/10/2020
Staying Local Indicator,2020 October 10,State,%,57.5,10/10/2020
Staying Local Indicator,2020 October 10,Cavan,%,47.6,10/10/2020
Staying Local Indicator,2020 October 10,Donegal,%,49.7,10/10/2020
Staying Local Indicator,2020 October 10,Leitrim,%,45.7,10/10/2020
Staying Local Indicator,2020 October 10,Louth,%,59.7,10/10/2020
Staying Local Indicator,2020 October 10,Monaghan,%,50.1,10/10/2020
Staying Local Indicator,2020 October 10,Sligo,%,48.6,10/10/2020
Staying Local Indicator,2020 October 10,Laois,%,47.5,10/10/2020
Staying Local Indicator,2020 October 10,Longford,%,48.1,10/10/2020
Staying Local Indicator,2020 October 10,Offaly,%,49.7,10/10/2020
Staying Local Indicator,2020 October 10,Westmeath,%,52.6,10/10/2020
Staying Local Indicator,2020 October 10,Mayo,%,43.8,10/10/2020
Staying Local Indicator,2020 October 10,Roscommon,%,44.7,10/10/2020
Staying Local Indicator,2020 October 10,Dublin,%,73.2,10/10/2020
Staying Local Indicator,2020 October 10,Kildare,%,52.7,10/10/2020
Staying Local Indicator,2020 October 10,Meath,%,53.4,10/10/2020
Staying Local Indicator,2020 October 10,Wicklow,%,55.2,10/10/2020
Staying Local Indicator,2020 October 10,Clare,%,48.3,10/10/2020
Staying Local Indicator,2020 October 10,Carlow,%,45.4,10/10/2020
Staying Local Indicator,2020 October 10,Kilkenny,%,49.9,10/10/2020
Staying Local Indicator,2020 October 10,Tipperary,%,45.7,10/10/2020
Staying Local Indicator,2020 October 10,Wexford,%,48.9,10/10/2020
Staying Local Indicator,2020 October 10,Kerry,%,47.8,10/10/2020
Staying Local Indicator,2020 October 10,Cork,%,54.6,10/10/2020
Staying Local Indicator,2020 October 10,Galway,%,51.1,10/10/2020
Staying Local Indicator,2020 October 10,Limerick,%,55.4,10/10/2020
Staying Local Indicator,2020 October 10,Waterford,%,55.8,10/10/2020
Staying Local Indicator,2020 October 11,State,%,57.5,11/10/2020
Staying Local Indicator,2020 October 11,Cavan,%,48.2,11/10/2020
Staying Local Indicator,2020 October 11,Donegal,%,49.5,11/10/2020
Staying Local Indicator,2020 October 11,Leitrim,%,45.9,11/10/2020
Staying Local Indicator,2020 October 11,Louth,%,59.9,11/10/2020
Staying Local Indicator,2020 October 11,Monaghan,%,50.6,11/10/2020
Staying Local Indicator,2020 October 11,Sligo,%,48.5,11/10/2020
Staying Local Indicator,2020 October 11,Laois,%,47.8,11/10/2020
Staying Local Indicator,2020 October 11,Longford,%,48.3,11/10/2020
Staying Local Indicator,2020 October 11,Offaly,%,50.1,11/10/2020
Staying Local Indicator,2020 October 11,Westmeath,%,52.9,11/10/2020
Staying Local Indicator,2020 October 11,Mayo,%,43.9,11/10/2020
Staying Local Indicator,2020 October 11,Roscommon,%,45,11/10/2020
Staying Local Indicator,2020 October 11,Dublin,%,72.8,11/10/2020
Staying Local Indicator,2020 October 11,Kildare,%,53,11/10/2020
Staying Local Indicator,2020 October 11,Meath,%,53.6,11/10/2020
Staying Local Indicator,2020 October 11,Wicklow,%,55.3,11/10/2020
Staying Local Indicator,2020 October 11,Clare,%,48.6,11/10/2020
Staying Local Indicator,2020 October 11,Carlow,%,45.7,11/10/2020
Staying Local Indicator,2020 October 11,Kilkenny,%,50.2,11/10/2020
Staying Local Indicator,2020 October 11,Tipperary,%,46.2,11/10/2020
Staying Local Indicator,2020 October 11,Wexford,%,48.8,11/10/2020
Staying Local Indicator,2020 October 11,Kerry,%,47.8,11/10/2020
Staying Local Indicator,2020 October 11,Cork,%,55,11/10/2020
Staying Local Indicator,2020 October 11,Galway,%,51.2,11/10/2020
Staying Local Indicator,2020 October 11,Limerick,%,55.9,11/10/2020
Staying Local Indicator,2020 October 11,Waterford,%,55.9,11/10/2020
Staying Local Indicator,2020 October 12,State,%,,12/10/2020
Staying Local Indicator,2020 October 12,Cavan,%,,12/10/2020
Staying Local Indicator,2020 October 12,Donegal,%,,12/10/2020
Staying Local Indicator,2020 October 12,Leitrim,%,,12/10/2020
Staying Local Indicator,2020 October 12,Louth,%,,12/10/2020
Staying Local Indicator,2020 October 12,Monaghan,%,,12/10/2020
Staying Local Indicator,2020 October 12,Sligo,%,,12/10/2020
Staying Local Indicator,2020 October 12,Laois,%,,12/10/2020
Staying Local Indicator,2020 October 12,Longford,%,,12/10/2020
Staying Local Indicator,2020 October 12,Offaly,%,,12/10/2020
Staying Local Indicator,2020 October 12,Westmeath,%,,12/10/2020
Staying Local Indicator,2020 October 12,Mayo,%,,12/10/2020
Staying Local Indicator,2020 October 12,Roscommon,%,,12/10/2020
Staying Local Indicator,2020 October 12,Dublin,%,,12/10/2020
Staying Local Indicator,2020 October 12,Kildare,%,,12/10/2020
Staying Local Indicator,2020 October 12,Meath,%,,12/10/2020
Staying Local Indicator,2020 October 12,Wicklow,%,,12/10/2020
Staying Local Indicator,2020 October 12,Clare,%,,12/10/2020
Staying Local Indicator,2020 October 12,Carlow,%,,12/10/2020
Staying Local Indicator,2020 October 12,Kilkenny,%,,12/10/2020
Staying Local Indicator,2020 October 12,Tipperary,%,,12/10/2020
Staying Local Indicator,2020 October 12,Wexford,%,,12/10/2020
Staying Local Indicator,2020 October 12,Kerry,%,,12/10/2020
Staying Local Indicator,2020 October 12,Cork,%,,12/10/2020
Staying Local Indicator,2020 October 12,Galway,%,,12/10/2020
Staying Local Indicator,2020 October 12,Limerick,%,,12/10/2020
Staying Local Indicator,2020 October 12,Waterford,%,,12/10/2020
Staying Local Indicator,2020 October 13,State,%,,13/10/2020
Staying Local Indicator,2020 October 13,Cavan,%,,13/10/2020
Staying Local Indicator,2020 October 13,Donegal,%,,13/10/2020
Staying Local Indicator,2020 October 13,Leitrim,%,,13/10/2020
Staying Local Indicator,2020 October 13,Louth,%,,13/10/2020
Staying Local Indicator,2020 October 13,Monaghan,%,,13/10/2020
Staying Local Indicator,2020 October 13,Sligo,%,,13/10/2020
Staying Local Indicator,2020 October 13,Laois,%,,13/10/2020
Staying Local Indicator,2020 October 13,Longford,%,,13/10/2020
Staying Local Indicator,2020 October 13,Offaly,%,,13/10/2020
Staying Local Indicator,2020 October 13,Westmeath,%,,13/10/2020
Staying Local Indicator,2020 October 13,Mayo,%,,13/10/2020
Staying Local Indicator,2020 October 13,Roscommon,%,,13/10/2020
Staying Local Indicator,2020 October 13,Dublin,%,,13/10/2020
Staying Local Indicator,2020 October 13,Kildare,%,,13/10/2020
Staying Local Indicator,2020 October 13,Meath,%,,13/10/2020
Staying Local Indicator,2020 October 13,Wicklow,%,,13/10/2020
Staying Local Indicator,2020 October 13,Clare,%,,13/10/2020
Staying Local Indicator,2020 October 13,Carlow,%,,13/10/2020
Staying Local Indicator,2020 October 13,Kilkenny,%,,13/10/2020
Staying Local Indicator,2020 October 13,Tipperary,%,,13/10/2020
Staying Local Indicator,2020 October 13,Wexford,%,,13/10/2020
Staying Local Indicator,2020 October 13,Kerry,%,,13/10/2020
Staying Local Indicator,2020 October 13,Cork,%,,13/10/2020
Staying Local Indicator,2020 October 13,Galway,%,,13/10/2020
Staying Local Indicator,2020 October 13,Limerick,%,,13/10/2020
