"Statistic","Week","Age Group","Sex","UNIT","VALUE"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W32","35 - 44 years","Female","Number","28194"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W32","45 - 54 years","Both sexes","Number","51546"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W32","45 - 54 years","Male","Number","29109"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W32","45 - 54 years","Female","Number","22437"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W32","55 - 59 years","Both sexes","Number","17694"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W32","55 - 59 years","Male","Number","9565"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W32","55 - 59 years","Female","Number","8129"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W32","60 years and over","Both sexes","Number","19219"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W32","60 years and over","Male","Number","10661"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W32","60 years and over","Female","Number","8558"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W32","All ages","Both sexes","Number","261010"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W32","All ages","Male","Number","141612"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W32","All ages","Female","Number","119262"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","Under 20 years","Both sexes","Number","10329"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","Under 20 years","Male","Number","4520"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","Under 20 years","Female","Number","5809"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","20 - 24 years","Both sexes","Number","34200"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","20 - 24 years","Male","Number","16300"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","20 - 24 years","Female","Number","17900"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","25 - 34 years","Both sexes","Number","57244"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","25 - 34 years","Male","Number","30910"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","25 - 34 years","Female","Number","26334"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","35 - 44 years","Both sexes","Number","67321"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","35 - 44 years","Male","Number","38568"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","35 - 44 years","Female","Number","28753"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","45 - 54 years","Both sexes","Number","52342"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","45 - 54 years","Male","Number","29377"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","45 - 54 years","Female","Number","22965"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","55 - 59 years","Both sexes","Number","18164"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","55 - 59 years","Male","Number","9898"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","55 - 59 years","Female","Number","8266"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","60 years and over","Both sexes","Number","19591"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","60 years and over","Male","Number","10897"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","60 years and over","Female","Number","8694"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","All ages","Both sexes","Number","259355"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","All ages","Male","Number","140505"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W33","All ages","Female","Number","118726"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","Under 20 years","Both sexes","Number","11277"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","Under 20 years","Male","Number","4937"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","Under 20 years","Female","Number","6340"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","20 - 24 years","Both sexes","Number","36190"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","20 - 24 years","Male","Number","17130"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","20 - 24 years","Female","Number","19060"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","25 - 34 years","Both sexes","Number","57749"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","25 - 34 years","Male","Number","30833"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","25 - 34 years","Female","Number","26916"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","35 - 44 years","Both sexes","Number","67290"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","35 - 44 years","Male","Number","38520"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","35 - 44 years","Female","Number","28770"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","45 - 54 years","Both sexes","Number","51707"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","45 - 54 years","Male","Number","29061"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","45 - 54 years","Female","Number","22646"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","55 - 59 years","Both sexes","Number","17804"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","55 - 59 years","Male","Number","9563"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","55 - 59 years","Female","Number","8241"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","60 years and over","Both sexes","Number","19550"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","60 years and over","Male","Number","10834"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","60 years and over","Female","Number","8716"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","All ages","Both sexes","Number","261748"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","All ages","Male","Number","140911"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W34","All ages","Female","Number","120698"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","Under 20 years","Both sexes","Number","10691"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","Under 20 years","Male","Number","4638"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","Under 20 years","Female","Number","6053"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","20 - 24 years","Both sexes","Number","37097"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","20 - 24 years","Male","Number","17394"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","20 - 24 years","Female","Number","19703"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","25 - 34 years","Both sexes","Number","68223"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","25 - 34 years","Male","Number","35740"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","25 - 34 years","Female","Number","32483"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","35 - 44 years","Both sexes","Number","78343"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","35 - 44 years","Male","Number","43722"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","35 - 44 years","Female","Number","34621"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","45 - 54 years","Both sexes","Number","60820"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","45 - 54 years","Male","Number","33320"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","45 - 54 years","Female","Number","27500"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","55 - 59 years","Both sexes","Number","20998"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","55 - 59 years","Male","Number","11164"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","55 - 59 years","Female","Number","9834"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","60 years and over","Both sexes","Number","22972"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","60 years and over","Male","Number","12725"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","60 years and over","Female","Number","10247"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","All ages","Both sexes","Number","299338"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","All ages","Male","Number","158749"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W35","All ages","Female","Number","140445"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","Under 20 years","Both sexes","Number","2328"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","Under 20 years","Male","Number","978"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","Under 20 years","Female","Number","1350"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","20 - 24 years","Both sexes","Number","7696"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","20 - 24 years","Male","Number","3414"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","20 - 24 years","Female","Number","4282"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","25 - 34 years","Both sexes","Number","15936"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","25 - 34 years","Male","Number","8084"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","25 - 34 years","Female","Number","7852"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","35 - 44 years","Both sexes","Number","17134"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","35 - 44 years","Male","Number","9215"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","35 - 44 years","Female","Number","7919"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","45 - 54 years","Both sexes","Number","13039"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","45 - 54 years","Male","Number","7080"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","45 - 54 years","Female","Number","5959"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","55 - 59 years","Both sexes","Number","4453"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","55 - 59 years","Male","Number","2375"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","55 - 59 years","Female","Number","2078"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","60 years and over","Both sexes","Number","4963"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","60 years and over","Male","Number","2662"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","60 years and over","Female","Number","2301"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","All ages","Both sexes","Number","65589"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","All ages","Male","Number","33813"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W36","All ages","Female","Number","31744"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","Under 20 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","Under 20 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","Under 20 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","20 - 24 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","20 - 24 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","20 - 24 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","25 - 34 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","25 - 34 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","25 - 34 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","35 - 44 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","35 - 44 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","35 - 44 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","45 - 54 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","45 - 54 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","45 - 54 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","55 - 59 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","55 - 59 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","55 - 59 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","60 years and over","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","60 years and over","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2020W37","60 years and over","Female","Number",""
